"Term_ID
[ENGLISH]



Data Type
Integer","Term
[OPERATING LANGUAGE]



Data Type
Character String","Term_Abbreviation
[OPERATING LANGUAGE]


Data Type
Character String

Note - Only if an accepted abbreviation exists","Country code
[ENGLISH]



Data Type
Character String

Note - Only when identifying a national term equivalent","Definition
[OPERATING LANGUAGE]



Data Type
Character String","Term
[OPERATING LANGUAGE - ALTERNATIVE CHARACTER SET]

Data Type
Character String

Note - This field contains the term 
in the operating language but using 
an alternative character set 
(For example, terms written in Korean 
but with Chinese characters). 
Its use is optional. ","Term in English
[ENGLISH]



Data Type
Character String","Entry Status
[OPERATING LANGUAGE]



Data Type
Must be one of 
'notValid'
'valid'
'superseded'
'retired'.","Term Clasification
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of the following
'preferred'
'admitted'
'deprecated'","Review Indicator
[OPERATING LANGUAGE]



Data Type
Character String
Values = empty field or 'Under Review 
in Source Standard')","Authoritative Source
[ENGLISH]


Data Type
Character String","Similarity to Authoritative Source
[ENGLISH]


Data Type
Integer
Must be one of the 
following codes
'identical' = 1
'restyled' = 2
'context added' = 3
'generalisation' = 4
'specialisation' = 5
'unspecified' = 6","Lineage Source
[OPERATING LANGUAGE]


Data Type
Character String","Similarity to Lineage Source
[OPERATING LANGUAGE]

Data Type
Integer
Must be one of the 
following codes
'identical' = 1
'restyled' = 2
'context added' = 3
'generalisation' = 4
'specialisation' = 5
'unspecified' = 6
","Term Synonyms
[OPERATING LANGUAGE]


Data Type
Character String","Date Accepted
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Date Amended
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Review
Date
[ENGLISH]


Data Type
Date
yyyy-mm-dd","Review Status
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of 
'pending'
'tentative'
'final'","Review Type
[OPERATING LANGUAGE]


Data Type
Character String
Must be one of
'supersession', 
'retirement'","Review
Decision
[OPERATING LANGUAGE]

Data Type
Character String
Must be one of
'withdrawn', 
'accepted'
'notAccepted'","Review Decision
Date
[OPERATING LANGUAGE]

Data Type
Date
yyyy-mm-dd","Review Decision
Event
[OPERATING LANGUAGE]

Data Type
Character String","Review Decision
Notes
[OPERATING LANGUAGE]

Data Type
Character String
","Example_1
[OPERATING LANGUAGE]



Data Type
Character String","Note_1
[OPERATING LANGUAGE]



Data Type
Character String","Example_2
[OPERATING LANGUAGE]



Data Type
Character String","Note_2
[OPERATING LANGUAGE]



Data Type
Character String","Example_3
[OPERATING LANGUAGE]



Data Type
Character String","Note_3
[OPERATING LANGUAGE]



Data Type
Character String","Example_4
[OPERATING LANGUAGE]



Data Type
Character String","Note_4
[OPERATING LANGUAGE]



Data Type
Character String","Example_5
[OPERATING LANGUAGE]



Data Type
Character String","Note_5
[OPERATING LANGUAGE]



Data Type
Character String","Example_6
[OPERATING LANGUAGE]



Data Type
Character String","Note_6
[OPERATING LANGUAGE]



Data Type
Character String","Example_7
[OPERATING LANGUAGE]



Data Type
Character String","Note_7
[OPERATING LANGUAGE]



Data Type
Character String","Example_8
[OPERATING LANGUAGE]



Data Type
Character String","Note_8
[OPERATING LANGUAGE]



Data Type
Character String","Glossary
Release
[ENGLISH]


Data Type
Integer
Must be one of the following codes
'release1' = 1
'release1_retired' = -1
'release2' = 2
'release2_retired' = -2
etc
"
328,성능 표시,,,성능수준을 나타내는 측위 시스템의 내부 매개 변수 ,,performance indicator,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,"비고: 성능 표시는 측위 시스템과/또는 측위 솔루션의 품질관리의 증거로서 사용될 수 있다. 내부 품질 관리는 수신 전파 강도(신호대 잡음비(SNR)), 전파 측위 시스템에서의 기하학적 제약 조건에 의한 정밀도 저하율(DOP)을 나타내는 수치 및 시스템 고유의 성능 계수((FOM)과 같은 요소를 포함할 수 있다.",,,,,,,,,,,,,,,
329,성능 시험,,,"다양한 조건 하에서 처리량, 반응도 등 IUT의 성능에 대한 측정 ",,performance testing,valid,preferred,,ISO 19105:2000,1,KS X ISO 19105,,,2007-06-29,,,,,,,,,,비고: 성능 시험은 적합성 시험의 일부가 아니다.,,,,,,,,,,,,,,,
330,기간,,,시간의 범위를 표현하는 1차원 기하 원시 객체,,period,valid,preferred,,ISO 19108;2002,1,KS X ISO 19108,,,2007-11-01,,,,,,,,,,비고: 기간은 두 개의 서로 다른 시간 위치로 경계지워진다. ,,,,,,,,,,,,,,,
331,주기,,,한 사이클의 기간,,periodic time,valid,preferred,,ISO 31-2:1992 (Adapted from),2,KS X ISO 19108,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
333,물리량,,,물리적 현상들의 양을 설명하는 데 사용되는 양,,physical quantity,valid,preferred,,ISO 31-0:1992,1,KS A ISO 31-0,,,2001-12-31,,,,,,,,,,"비고: GML에서 물리량은 언제나 축척이나 스케일러 참조 체계를 이용하여 계산된 총수 값으로 기술된다. 명사로 사용할 경우, 물리량은 측정과 동일한 의미이다.",,,,,,,,,,,,,,,
335,평면 위상 복합체,,,유클리드 기하학의 2공간에 내재될 수 있는 기하 실현을 갖는 위상 복합체,,planar topological complex,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
336,점,,,위치를 표현하는 0차원의 기하 원시 객체,,point,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,비고: 점의 경계는 공집합이다.,,,,,,,,,,,,,,,
337,점 커버리지,,,점으로 구성된 영역을 갖는 커버리지,,point coverage,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
620,극 좌표계,,,원점으로부터 거리 및 방향으로 위치를 기술하는 2차원 좌표 체계,,polar coordinate system,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,비고: 3차원의 경우 구면 좌표계를 참조,,,,,,,,,,,,,,,
695,다각형,,,하나의 외부 경계와 0 또는 그 이상의 내부 경계에 의해 정의되는 평면 표면,,polygon,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
340,다각형 커버리지,,,다각형으로 구성된 영역을 갖는 커버리지,,polygon coverage,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
840,다형,,,"다른 상황에서 다른 의미 또는 용도로 활용될 수 있는, 특히 변수, 함수 또는 객체 등의 개체와 같이 하나 이상의 형태를 가질 수 있는 특성",,polymorphism,valid,preferred,,http://searchsmallbizit.techtarget.com,1,KS X ISO 19104,,,2008-12-19,,,,,,,,,,비고: 다양한 유형의 다형이 존재한다.,,,,,,,,,,,,,,,
341,모집단,,,고려해야 할 모든 항목,,population,retired,,,ISO 3534-2,1,"ISO 19114:2003 ,4.8",1,,2009-12-11,2013/12/15,2013-12-15,final,retirement,accepted,2013/12/15,Publication of ISO 19157:2013,The entry has been omitted from the superseding standard  (ISO 19157:2013).,보기 1: 데이터셋 내의 모든 점,,보기 2: 특정 지역의 모든 도로명 ,,,,,,,,,,,,,,-1
342,묘화,,,정보를 인간에게 보여주는 것,,portrayal,valid,preferred,,"ISO 19117:2012, 4.20",1,ISO 19117:2005,1,,2006-05-01,,2009-11-25,final,,accepted,2012/12/15,Publication of ISO 19117:2012,Authoritative reference changed from ISO 19117:2005 to ISO 19117:2012. Lineage source added as ISO 19117:2005.,,,,,,,,,,,,,,,,,1
343,묘화 목록,,,완전하게 정의된 묘화의 모음,,portrayal catalogue,retired,,,"ISO 19117:2005, 4.15",1,,,,2006-05-01,2012/12/15,2009-11-25,final,supersession,accepted,2012/12/15,Publication of ISO 19117:2012,The entry has been superseded. An entry with a revised definition has been published in ISO 19117:2012,,,,,,,,,,,,,,,,,-1
344,묘화 규칙,,,피처에 어떤 묘화 사양을 적용할지에 대한 규칙,,portrayal rule,retired,,,"ISO 19117:2005, 4.16",1,,,,2006-05-01,2012/12/15,2009-11-25,final,supersession,accepted,2012/12/15,Publication of ISO 19117:2012,The entry has been superseded. An entry with a revised definition has been published in ISO 19117:2012,,,,,,,,,,,,,,,,,-1
345,묘화 서비스,,,피처를 묘화하는데 사용되는 일반적인 인터페이스,,portrayal service,valid,preferred,,"ISO 19117:2012, 4.26",1,ISO 19117:2005,1,,2006-05-01,,2009-11-25,final,,accepted,2012/12/15,Publication of ISO 19117:2012,Authoritative reference changed from ISO 19117:2005 to ISO 19117:2012. Lineage source added as ISO 19117:2005.,,,,,,,,,,,,,,,,,1
346,묘화 사양,,,피처 인스턴스의 묘화에 사용되는 연산의 모음,,portrayal specification,retired,,,"ISO 19117:2005, 4.18",1,,,,2006-05-01,2012/12/15,2012-12-15,final,retirement,accepted,2012/12/15,Publication of ISO 19117:2012,The entry has been omitted from the superseding standard  (ISO 19117:2012).,,,,,,,,,,,,,,,,,-1
347,위치,,,객체 또는 사람이 잠정적으로 차지하는 하나의 점이나 기하를 기술하는 데이터 유형,,position,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,"비고: 직접 위치는 의미론적으로 위치의 하위 유형이다. 직접 위치는 단지 점으로만 기술되며, 모든 위치를 직접 위치로 표현할 수는 없다. 이는 관계의 ""유형(is type of)""과 일관성을 갖는다. KS X ISO 19107의 기하 또한 위치이며, 반드시 직접 위치는 아니다.",,,,,,,,,,,,,,,
348,위치 정확도,,,특정 참조 체계에서 관측에 의해 결정된 좌표 값이 참값 또는 허용 값에 근접하는 정도  ,,positional accuracy,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,"비고: ""상대 위치 정확도""와 개념 구별을 위해, 종종 위치 정확도에 ""절대 정확도""라는 용어가 사용된다. 완벽하게 알려지지 않은 참 좌표 값의 정확도는 보통 참값으로 수용할 수 있는 가용한 최적의 값과 비교를 통해 결정된다.  ",,,,,,,,,,,,,,,
349,측위 시스템,,,위치 측정을 위해 기구나 계산 컴포넌트를 갖는 시스템 ,,positioning system,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,"비고: 관성, 통합, 선형, 광학, 및 위성 측위 시스템이 포함된다. ",,,,,,,,,,,,,,,
350,정밀도,,,측정치 집합의 재현성에 대한 척도,,precision,valid,preferred,Being considered for supersession in ISO/TS 19159-2:2014,"ISO 19116:2004, 4.22",1,,,,2004-11-05,,2011-06-05,pending,supersession,,,,,,비고: 정밀도는 보통 표본 평균값으로부터의 표준 편차처럼 반복 측정에 기초한 통계 값으로 표현된다.,,,,,,,,,,,,,,,1
352,본초 자오선,,,다른 자오선의 경도 측정에 기준으로 사용되는 0도 ,,prime meridian,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
535,주 등록물,,,계층적 등록물에서 각각의 하위 등록물에 대한 기술을 포함하는 등록물,,principal register,valid,preferred,,ISO 19135:2005,1,KS X ISO 19135,,주 레지스터,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
355,제품 사양,,,논의의 영역과 이를 데이터셋에 매핑하기 위한 사양에 대한 기술,,product specification,retired,,,"ISO 19113:2002, 4.20",1,,,,2007-11-01,2013/12/15,2013-12-15,final,retirement,accepted,2013/12/15,Publication of ISO 19157:2013,The entry has been omitted from the superseding standard  (ISO 19157:2013).,,,,,,,,,,,,,,,,,-1
765,투영 좌표 참조 체계,,,2차원 측지 좌표 참조 체계로부터 지도 투영을 통해 파생된 좌표 참조 체계,,projected coordinate reference system,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
534,속성 <GML>,,,GML 객체의 자식 요소,,property <GML>,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,"비고: 속성(property)은 KS X ISO 19109의 피처 속성, 피처 연관 규칙에 해당한다. 피처의 GML 속성은 피처를 참조하는 xlink:href 속성을 갖고, 그 속성은 피처 연관 규칙을 나타낸다.",,,,,,,,,,,,,,,
359,품질,,,요구 사항에 대한 만족도를 나타내는 제품의 종합적인 특징 ,,quality,superseded,,,ISO 19101:2002,1,KS X ISO 19101,,,2008-12-30,2011-04-27,2011-04-12,Final,Supersession,Accepted,2011-04-27,Email ballot by the Terminology Maintenance Group,Decision to adopt the definition in ISO 9000:2005,,,,,,,,,,,,,,,,,-1
360,품질 스키마,,,지리 데이터의 품질 측면을 정의하는 개념적 스키마,,quality schema,valid,preferred,,"ISO 19101-1:2014, 4.1.29",1,ISO 19101:2002,1,,2008-12-30,,2014-11-01,final,,accepted,2014/11/01,Publication of ISO 19101-1:2014,Authoritative reference changed from ISO 19101:2002 to ISO 19101-1:2014. Lineage source added as ISO 19101:2002.,,,,,,,,,,,,,,,,,1
696,범위,,,함수 f가 자신의 영역에서 가질 수 있는 모든 값들의 집합,,range,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
363,범위 <커버리지>,,,커버리지 영역 내의 함수와 함수 요소에 연관된 피처 속성 값의 집합,,range<coverage>,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,,,,,,,,,,,,,,,,
364,래스터,,,음극 선관에 표시를 형성하거나 또는 그에 대응하는 평행 스캐닝 선의 일반적 직사각형의 패턴   ,,raster,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,비고: 래스터는 격자의 유형이다. ,,,,,,,,,,,,,,,
839,실현,,,분류자 간에 한 분류자가 다른 분류자의 실행을 보증하는 계약을 명시하는 분류자 간의 의미론적 관계,,realization,valid,preferred,Being considered for supersession in revision of ISO/TS 19103:2005 (ISO/DIS 19103:2013),Booch 1999(Adapted from),2,"ISO/TS 19139:2007 ,4.3",1,,2008-12-19,,2009-08-31,pending,supersession,,,,,,,,,,,,,,,,,,,,,1
366,레코드,,,유한적인 관련 항목(객체 또는 값)의 명명된 모음 ,,record,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 논리적으로 레코드는 <이름, 항목> 쌍의 집합이다.",,,,,,,,,,,,,,,
367,정사 격자,,,격자 좌표와 외부 좌표 참조 체계의 좌표 간의 어파인 변환을 거친 격자,,rectified grid,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,"비고: 좌표 참조 체계가 데이텀에 의해 지구와 관련된다면, 해당 격자는 지리 정사 격자이다.",,,,,,,,,,,,,,,
368,참조 데이터,,,직접적인 외부 품질 산출 방법에 참조로 활용되는 논의의 영역을 대표하는 것으로 인정된 데이터,,reference data,retired,,,"ISO 19114:2003, 4.9",1,,,,2009-12-29,2013/12/15,2013-12-15,final,retirement,accepted,2013/12/15,Publication of ISO 19157:2013,The entry has been omitted from the superseding standard  (ISO 19157:2013).,,,,,,,,,,,,,,,,,-1
369,참조 가능 격자,,,격자 좌표 값을 외부 좌표 참조 체계의 좌표값으로 변환시키는 데 사용될 수 있는 변환과 연관된 격자,,referenceable grid,valid,preferred,,ISO 19123:2005,1,KS X ISO 19123,,,2007-11-01,,,,,,,,,,"비고: 좌표 참조 체계가 데이텀에 의해 지구와 관련된다면, 해당 격자는 지리 참조 가능 격자이다.",,,,,,,,,,,,,,,
370,정제 <UML>,,,이미 일정 상세 수준으로 명세된 것과 보다 완전한 사양 간의 관계,,refinement <UML>,valid,preferred,,ISO/IEC 19501:2005 (Adapted from),2,KS X ISO 19103,,,2009-12-29,,,,,,,,,,"비고: 예를 들어, 설계 클래스는 분석 클래스의 정제이다.",,,,,,,,,,,,,,,
371,등록물,,,연관 항목의 설명과 함께 항목에 부여된 식별자를 포함하는 파일의 집합,,register,valid,preferred,,"Annex E, ISO/IEC JTC1 Procedures (Adapted from)",2,KS X ISO 19135,,레지스터 ,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
508,등록물 관리자,,,등록물 소유자로부터 등록물의 관리를 위임 받은 기구,,register manager,valid,preferred,,ISO 19135:2005,1,KS X ISO 19135,,,2009-12-29,,,,,,,,,,"비고: ISO 등록물의 경우, 등록물 관리자는 ISO/IEC Directives에 명시된 등록 당국의 기능을 수행한다. ",,,,,,,,,,,,,,,
372,등록물 소유자,,,등록물을 구축한 기구 ,,register owner,valid,preferred,,ISO 19135:2005,1,KS X ISO 19135,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
373,등록,,,항목에 대해 영구적이고 유일하며 명백한 식별자를 부여하는 것,,registration,valid,preferred,,"Annex E, ISO/IEC JTC1 Procedures (Adapted from)",2,KS X ISO 19135,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
375,등록소,,,"등록물을 유지, 관리하는 정보 시스템 ",,registry,valid,preferred,,ISO/IEC 11179-3:2003 (Adapted from),2,KS X ISO 19135,,레지스트리,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
376,관계 <UML>,,,모델 요소들 사이의 의미론적 연결 ,,relationship <UML>,valid,preferred,,ISO/IEC 19501:2005 (Adapted from),2,KS X ISO 19103,,,2009-12-29,,,,,,,,,,"비고: 관계에는 연관, 일반화, 메타 관계, 흐름 및 몇몇 의존 관계가 포함된다.",,,,,,,,,,,,,,,
377,상대 위치,,,다른 점의 위치에 대한 관계로 정의되는 특정 점의 위치,,relative position,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,"비고: 다른 지점에 상대적인 한 지점의 공간 관계는 1, 2, 3차원일 수 있다. ",,,,,,,,,,,,,,,
378,상대 위치 정확도,,,특정 참조 체계에서 좌표의 오차 값이 참값 또는 허용 값에 근접하는 정도,,relative positional accuracy,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,"비고: 지역 정확도와 같은 유사 의미의 관련 용어가 여러 나라, 기관 및 응용 그룹에서 사용된다. 이러한 용어를 사용하는 경우, 용어에 대한 설명을 제공해야 한다. ",,,,,,,,,,,,,,,
380,요청,,,클라이언트로부터의 연산 호출,,request,valid,preferred,,ISO 19128:2005,1,KS X ISO 19128,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
383,자원,,,요구 사항을 수행하기 위한 자산이나 수단,,resource,superseded,,,"ISO 19115:2003, 4.10",1,,,,2008-12-30,2014/04/01,2011-01-01,final,supersession,accepted,2014/04/01,Publication of ISO 19115-1:2014,The entry has been superseded. An entry with a revised definition has been published in ISO 19115-1:2014,"보기: 데이터셋, 서비스, 문서, 사람 또는 조직",,,,,,,,,,,,,,,,-1
679,자원 <ICT>,,,시스템 관계자를 통해 제어되는 디지털 항목,,resource (ICT),valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
384,응답,,,서버로부터 클라이언트로 반환되는 연산의 결과 ,,response,valid,preferred,,ISO 19128:2005,1,KS X ISO 19128,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
509,철회,,,등록물 항목이 새로운 데이터의 생산에 더 이상 적합하지 않다는 선언,,retirement,valid,preferred,,ISO 19135:2005,1,KS X ISO 19135,,,2009-12-29,,,,,,,,,,"비고: 철회 항목의 상태는 ""유효""에서 ""철회""로 변경된다. 철회 항목은 철회 이전에 생산된 데이터의 해석을 위해 등록물에 보관된다. ",,,,,,,,,,,,,,,
680,권한,,,"시스템 관계자가 관련 자원을 운용하거나 사용할 수 있는 행위, 활동 또는 행위의 클래스",,right,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
681,권한 관리,,,"시스템 관계자에게 허가된 권한(B.379)의 제어, 관리, 할당 및 추적",,rights management,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
385,링,,,순환하는 단순 곡선,,ring,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,비고: 링은 2차원 및 3차원 좌표 체계에서 표면의 경계 컴포넌트를 기술하는 데 사용된다.,,,,,,,,,,,,,,,
386,강도 시험,,,IUT가 오류를 포함하고 있는 데이터를 얼마나 잘 처리하는지를 결정하는 과정 ,,robustness testing,valid,preferred,,ISO 19105:2000,1,KS X ISO 19105,,,2007-06-29,,,,,,,,,,비고: 강도 시험은 적합성 시험의 일부가 아니다.,,,,,,,,,,,,,,,
387,경로,,,네트워크 내 보통 두 위치 간의 경로를 기술하는 링크 및 부분적 링크의 연속,,route,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,
389,경로 지시,,,운행 가능한 경로 네트워크 상의 점에 필요한 정보,,route instruction,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,비고: 경로 운행에 필요한 지시를 최소화하기 위해 기본지시는 특별한 지시가 없는 교차점을 가질 수 있다. 이 기본 지시를 주요 도로 규칙이라 한다.,,,,,,,,,,,,,,,
390,경로 운행,,,경로를 따라가는 과정 ,,route traversal,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,
391,라우팅,,,네트워크 상의 위치들 사이에 최적(최소 비용 함수) 경로 탐색 ,,routing,valid,preferred,,ISO 19133:2005,1,KS X ISO 19133,,,2006-12-01,,,,,,,,,,,,,,,,,,,,,,,,,
392,위성 측위 시스템,,,위성으로부터 수신된 신호를 바탕으로한 측위 시스템,,satellite positioning system,valid,preferred,,ISO 19116:2004,1,KS X ISO 19116,,,2004-11-05,,,,,,,,,,"비고: 위성 측위는 객체의 위치, 속도, 자세의 계산을 위해, 지구 궤도상의 '능동적'인 인공물에서 송신되어 지상 또는  지구 표면 근처의 '수동적'인 수신기에 의해 수신된 전파를 이용하는 것을 의미한다. (예: GPS, GLONASS)",,,,,,,,,,,,,,,
395,스키마,,,모델의 형식적 기술,,schema,valid,preferred,,"ISO 19101-1:2014, 4.1.34",1,ISO 19101:2002,1,,2008-12-30,,2010-10-12,final,,accepted,2014/11/01,Publication of ISO 19101-1:2014,Authoritative reference changed from ISO 19101:2002 to ISO 19101-1:2014. Lineage source added as ISO 19101:2002.,,,,,,,,,,,,,,,,,1
698,스키마 <XML 스키마>,,,동일한 대상 이름 공간내에 있는 스키마 컴포넌트의 모음,,schema <XML Schema>,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,"보기: W3C XML 스키마의 스키마 컴포넌트는 유형, 요소, 속성 및 그룹이다. ",,,,,,,,,,,,,,,,
697,스키마 문서 <XML 스키마>,,,스키마 컴포넌트에 대한 정의와 선언을 포함한 XML 문서,,schema document <XML Schema>,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,비고: W3C XML 스키마는 스키마 정보를 위한 XML 전송 포맷을 제공한다. 하나의 스키마 문서는 하나의 XML 이름 공간과 관련된 컴포넌트에 대한 기술을 제공한다. 그러나 몇몇 문서들은 동일한 스키마에서의 컴포넌트를 기술할 수 있다(예: 동일한 대상 이름 공간).,,,,,,,,,,,,,,,
396,스키마 모델,,,스키마를 저장하기 위한 표현 모델,,schema model,valid,preferred,,"ISO 19118:2011, 4.29",1,ISO 19118:2005,1,,2008-12-30,,2007-01-23,final,,accepted,2011/10/15,Publication of ISO 19118:2011,Authoritative reference changed from ISO 19118:2005 to ISO 19118:2011. Lineage source added as ISO 19118:2005.,보기: 스키마 등록소를 위한 표현모델,,,,,,,,,,,,,,,,1
397,조각,,,집합의 부분인 점 또는 다각형,,segment,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,세그먼트,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
398,의미론적 유형,,,어떠한 공통적인 특징을 공유하여 특정 영역에서 고유한 유형의 이름을 부여 받은 객체의 카테고리 ,,semantic type,valid,preferred,,ISO 19136:2007,1,KS X ISO 19136,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
622,장반경,a,,타원체의 최장 반지름,,semi-major axis,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,비고: 지구 타원체의 장반경은 적도 반경이다. ,,,,,,,,,,,,,,,
623,단반경,b,,타원체의 최단 반지름,,semi-minor axis,valid,preferred,,ISO 19111:2007,1,KS X ISO 19111,,,2007-11-01,,,,,,,,,,비고: 지구 타원체의 단반경은 타원체의 중심으로부터 어느 한쪽 극까지의 거리이다.,,,,,,,,,,,,,,,
403,연속,,,"유한하며 순서를 갖는, 서로 관련성이 있는 반복될 수 있는 항목(객체 또는 값)의 모음 ",,sequence,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,"비고: 논리적으로 연속은 <항목, 오프셋>쌍의 집합이다. 본 표준에서는 괄호로 연속을 구분하고, 연속 내 요소는 콤마로 분리하는 LISP의 문법이 사용된다.",,,,,,,,,,,,,,,
404,서버,,,서비스의 특정 인스턴스,,server,valid,preferred,,ISO 19128:2005,1,KS X ISO 19128,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
405,서비스,,,개체의 인터페이스를 통해 제공되는 기능성의 개별 부분 ,,service,valid,preferred,,ISO/IEC TR 14252 (Adapted from),2,KS X ISO 19119,,,2009-12-29,,,,,,,,,,비고: 서비스에 관한 논의는 KS X ISO 19110의 7.2절을 참조하라. ,,,,,,,,,,,,,,,
683,서비스 브로커,,,특정 사용자 요구 사항에 대하여 하위 수준의 서비스를 결합하거나 제공하는 응용,,service broker,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
406,서비스 연결,,,"인접된 서비스 쌍에 대하여, 첫 번째 활동이 연속된 다음 활동의 발생을 위해 반드시 필요한 서비스의 연속",,service chain,valid,preferred,,ISO 19119:2005,1,KS X ISO 19119,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
407,서비스 인터페이스,,,인간이나 자동화된 시스템 간의 공유 경계,,service interface,retired,,,"ISO 19101:2002, 4.27",1,,,,2008-12-30,2014/11/01,2010-10-12,final,retirement,accepted,2014/11/01,Publication of ISO 19101-1:2014,The entry has been omitted from the superseding standard  (ISO 19101-1:2014).,,,,,,,,,,,,,,,,,-1
408,서비스 메타데이터,,,서버에서 활용할 수 있는 연산과 지리 정보를 기술하는 메타데이터,,service metadata,valid,preferred,,ISO 19128:2005,1,KS X ISO 19128,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
684,서비스 지향 아키텍처,SOA,,결합된 서비스로 구성된 소프트웨어 구조,,service oriented architecture,valid,preferred,,ISO 19132:2007,1,KS X ISO 19132,,,2009-12-29,,,,,,,,,,"비고: 최근 가장 일반적인 SOA는 웹서비스(SOAP, UDDI 및 WSDL 사용)와 CORBA, DCOM 이다.",,,,,,,,,,,,,,,
409,집합,,,순서를 갖지 않으며 반복을 허락하지 않는 관련 항목들(객체 또는 값)의 모음 ,,set,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,,,,,,,,,,,,,,,,
410,외면,,,순환하는 단순 표면,,shell,valid,preferred,,ISO 19107:2003,1,KS X ISO 19107,,,2009-12-29,,,,,,,,,,비고: 외면은 3차원 좌표 체계에서 입방체의 경계 컴포넌트를 기술하기 위해 사용된다.,,,,,,,,,,,,,,,
